epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,691.674,0.20689,0.51938,0.9662,0.9387,0.91649,0.9803,0.97544,0.22585,0.40413,0.86016,0.00092825,0.00092825,0.00092825
15,741.368,0.21051,0.53573,0.97349,0.94117,0.98221,0.99223,0.96678,0.33323,0.40606,0.97593,0.0009035,0.0009035,0.0009035
16,790.88,0.20219,0.48985,0.96662,0.94546,0.94693,0.99117,0.9808,0.22542,0.38444,0.82026,0.00087875,0.00087875,0.00087875
17,840.09,0.19359,0.46646,0.9612,0.95246,0.9629,0.98304,0.97967,0.22208,0.39204,0.83753,0.000854,0.000854,0.000854
18,890.096,0.19158,0.45163,0.96038,0.97424,0.96301,0.99149,0.97426,0.27888,0.31388,0.9176,0.00082925,0.00082925,0.00082925
19,940.115,0.19385,0.44063,0.96278,0.98314,0.99327,0.99453,0.9644,0.26838,0.40697,0.86405,0.0008045,0.0008045,0.0008045
20,991.594,0.18257,0.39859,0.9504,0.93039,0.9169,0.98609,0.98201,0.19002,0.46187,0.82165,0.00077975,0.00077975,0.00077975
21,1041.68,0.17949,0.39355,0.95246,0.91777,0.89465,0.98746,0.97797,0.21604,0.41182,0.81479,0.000755,0.000755,0.000755
22,1092.01,0.1764,0.41315,0.94957,0.96365,0.97394,0.99299,0.98964,0.20429,0.27852,0.8022,0.00073025,0.00073025,0.00073025
23,1141.62,0.17251,0.38629,0.94785,0.98993,0.99731,0.995,0.99477,0.19645,0.2157,0.78321,0.0007055,0.0007055,0.0007055
24,1191.11,0.16867,0.36425,0.94644,0.93542,0.96697,0.98045,0.96427,0.25576,0.33057,0.86079,0.00068075,0.00068075,0.00068075
25,1240.75,0.16969,0.36151,0.94773,0.95848,0.96663,0.995,0.99208,0.22457,0.30343,0.82783,0.000656,0.000656,0.000656
26,1290.37,0.16871,0.36539,0.94551,0.98975,0.99485,0.99486,0.99411,0.18913,0.24184,0.79123,0.00063125,0.00063125,0.00063125
27,1341.82,0.16017,0.3371,0.94479,0.97082,0.98574,0.99201,0.99065,0.18774,0.25748,0.76018,0.0006065,0.0006065,0.0006065
28,1394.55,0.15982,0.32417,0.93595,0.99073,0.9834,0.99493,0.99365,0.18244,0.23313,0.76112,0.00058175,0.00058175,0.00058175
29,1448.65,0.15722,0.32414,0.94191,0.91604,0.91253,0.99327,0.99176,0.22,0.32308,0.86294,0.000557,0.000557,0.000557
30,1499.57,0.15514,0.31476,0.94023,0.99355,0.99004,0.99498,0.99406,0.18593,0.25261,0.76859,0.00053225,0.00053225,0.00053225
31,1550.97,0.1522,0.30703,0.93884,0.99483,0.99916,0.99491,0.99491,0.17173,0.20183,0.73749,0.0005075,0.0005075,0.0005075
32,1602.38,0.1464,0.29661,0.92811,0.99672,0.99898,0.995,0.99434,0.17973,0.19612,0.74113,0.00048275,0.00048275,0.00048275
33,1653.81,0.14382,0.2873,0.93142,0.98998,0.99783,0.995,0.99435,0.18341,0.22169,0.77665,0.000458,0.000458,0.000458
34,1705.85,0.13937,0.28016,0.92973,0.99708,0.99739,0.995,0.995,0.17873,0.18952,0.74677,0.00043325,0.00043325,0.00043325
35,1756.97,0.14186,0.2894,0.92922,0.98922,0.99733,0.995,0.995,0.15938,0.17424,0.71982,0.0004085,0.0004085,0.0004085
36,1807.51,0.1363,0.27219,0.92455,0.99148,0.99361,0.99495,0.99495,0.15085,0.18329,0.71159,0.00038375,0.00038375,0.00038375
37,1857.88,0.13398,0.25517,0.92265,0.9858,0.99787,0.995,0.99485,0.16454,0.20081,0.71391,0.000359,0.000359,0.000359
38,1908.15,0.13373,0.26201,0.92976,0.99689,0.99925,0.995,0.99486,0.14827,0.18252,0.70607,0.00033425,0.00033425,0.00033425
39,1959.34,0.13556,0.25719,0.92487,0.89047,0.96996,0.98798,0.98543,0.13801,0.34377,0.69448,0.0003095,0.0003095,0.0003095
40,2010.46,0.13008,0.25177,0.92113,0.99686,0.99646,0.995,0.99489,0.14481,0.15841,0.69938,0.00028475,0.00028475,0.00028475
